date,state,district,pincode,total,zscore
2025-08-11,West Bengal,Jalpaiguri,735224,107,4.017695426272176
2025-08-11,West Bengal,Malda,732139,87,3.1274566358455718
2025-08-11,West Bengal,Malda,732208,98,3.617087970580204
2025-08-11,West Bengal,Murshidabad,742189,110,4.151231244836167
2025-08-11,West Bengal,North 24 Parganas,743425,108,4.062207365793506
2025-08-11,West Bengal,Paschim Medinipur,721121,102,3.7951357286655245
2025-08-11,West Bengal,Paschim Medinipur,721126,92,3.350016333452223
2025-08-11,West Bengal,Paschim Medinipur,721127,97,3.572576031058874
2025-08-11,West Bengal,Paschim Medinipur,721156,95,3.4835521520162134
2025-09-11,Haryana,Gurgaon,122001,123,4.729886458613459
2025-08-11,Jharkhand,Dhanbad,828109,126,4.863422277177449
2025-08-11,Jharkhand,Garhwa,822114,100,3.7061118496228644
2025-08-11,Jharkhand,Pakur,816104,98,3.617087970580204
2025-08-11,Madhya Pradesh,Bhind,477001,96,3.5280640915375434
2025-08-11,Madhya Pradesh,Indore,452001,89,3.2164805148882323
2025-08-11,Maharashtra,Ahmadnagar,413725,92,3.350016333452223
2025-08-11,Maharashtra,Ahmadnagar,414111,112,4.240255123878827
2025-08-11,Maharashtra,Ahmadnagar,414402,112,4.240255123878827
2025-08-11,Maharashtra,Ahmadnagar,414502,149,5.887196886168044
2025-08-11,Maharashtra,Amravati,444801,87,3.1274566358455718
2025-08-11,Maharashtra,Aurangabad,431107,90,3.2609924544095623
2025-08-11,Maharashtra,Aurangabad,431116,106,3.9731834867508455
2025-08-11,Maharashtra,Beed,431515,89,3.2164805148882323
2025-08-11,Maharashtra,Bhandara,441802,124,4.774398398134789
2025-08-11,Maharashtra,Buldhana,443404,141,5.531101369997402
2025-08-11,Maharashtra,Chandrapur,441224,104,3.884159607708185
2025-08-11,Maharashtra,Chandrapur,442401,121,4.640862579570799
2025-08-11,Maharashtra,Chandrapur,442902,86,3.0829446963242417
2025-08-11,Maharashtra,Chandrapur,442906,108,4.062207365793506
2025-08-11,Maharashtra,Gadchiroli,442603,123,4.729886458613459
2025-08-11,Maharashtra,Gadchiroli,442710,114,4.329279002921487
2025-08-11,Maharashtra,Gondiya,441601,85,3.0384327568029112
2025-08-11,Maharashtra,Gondiya,441916,93,3.394528272973553
2025-08-11,Maharashtra,Kolhapur,416213,87,3.1274566358455718
2025-08-11,Maharashtra,Latur,413519,125,4.818910337656119
2025-08-11,Maharashtra,Latur,413520,149,5.887196886168044
2025-08-11,Maharashtra,Latur,413607,89,3.2164805148882323
2025-08-11,Maharashtra,Latur,431522,98,3.617087970580204
2025-08-11,Maharashtra,Nagpur,440034,94,3.4390402124948833
2025-08-11,Maharashtra,Nanded,431605,136,5.308541672390751
2025-08-11,Maharashtra,Nanded,431809,104,3.884159607708185
2025-08-11,Maharashtra,Nashik,422203,98,3.617087970580204
2025-08-11,Maharashtra,Nashik,422305,95,3.4835521520162134
2025-08-11,Maharashtra,Nashik,423105,91,3.305504393930893
2025-08-11,Maharashtra,Parbhani,431508,100,3.7061118496228644
2025-08-11,Maharashtra,Pune,410505,135,5.264029732869421
2025-08-11,Maharashtra,Pune,411048,92,3.350016333452223
2025-08-11,Maharashtra,Pune,412207,110,4.151231244836167
2025-08-11,Maharashtra,Raigad,410206,85,3.0384327568029112
2025-08-11,Maharashtra,Solapur,413211,109,4.106719305314836
2025-08-11,Maharashtra,Solapur,413221,138,5.397565551433412
2025-08-11,Maharashtra,Thane,401403,86,3.0829446963242417
2025-08-11,Maharashtra,Thane,401604,100,3.7061118496228644
2025-08-11,Maharashtra,Thane,421305,98,3.617087970580204
2025-08-11,Maharashtra,Washim,444105,118,4.507326761006808
2025-08-11,Maharashtra,Yavatmal,445102,87,3.1274566358455718
2025-08-11,Maharashtra,Yavatmal,445205,115,4.373790942442818
2025-08-11,Manipur,Tamenglong,795141,201,8.201817741277214
2025-09-11,Bihar,West Champaran,845455,102,3.7951357286655245
2025-09-11,Delhi,North West Delhi,110086,131,5.0859819747841
2025-08-11,West Bengal,South 24 Parganas,743336,122,4.685374519092129
2025-08-11,West Bengal,South 24 Parganas,743504,112,4.240255123878827
2025-10-11,Uttar Pradesh,Agra,282006,99,3.661599910101534
2025-10-11,Uttar Pradesh,Azamgarh,276404,91,3.305504393930893
2025-10-11,Uttar Pradesh,Banda,210129,99,3.661599910101534
2025-10-11,Uttar Pradesh,Bijnor,246731,141,5.531101369997402
2025-10-11,Uttar Pradesh,Ghaziabad,201001,148,5.842684946646714
2025-10-11,Uttar Pradesh,Hardoi,241001,145,5.709149128082724
2025-10-11,Uttar Pradesh,Kanpur Nagar,208021,90,3.2609924544095623
2025-10-11,Uttar Pradesh,Mainpuri,205001,115,4.373790942442818
2025-10-11,Bihar,West Champaran,845106,116,4.418302881964148
2025-10-11,Bihar,West Champaran,845449,109,4.106719305314836
2025-10-11,Chhattisgarh,Kawardha,491559,126,4.863422277177449
2025-10-11,Chhattisgarh,Kawardha,491995,113,4.284767063400157
2025-10-11,Chhattisgarh,Mungeli,495334,89,3.2164805148882323
2025-10-11,Chhattisgarh,Surguja,497001,113,4.284767063400157
2025-10-11,Chhattisgarh,Surguja,497111,91,3.305504393930893
2025-10-11,Delhi,North Delhi,110084,94,3.4390402124948833
2025-10-11,Delhi,South West Delhi,110043,103,3.839647668186855
2025-10-11,Delhi,West Delhi,110018,122,4.685374519092129
2025-08-11,Uttarakhand,Nainital,263139,95,3.4835521520162134
2025-08-11,West Bengal,Bankura,722144,101,3.7506237891441945
2025-08-11,West Bengal,Bankura,722206,143,5.620125249040062
2025-08-11,West Bengal,Birbhum,731201,90,3.2609924544095623
2025-08-11,West Bengal,Haora,711303,90,3.2609924544095623
2025-08-11,West Bengal,Hooghly,712149,100,3.7061118496228644
2025-08-11,West Bengal,Jalpaiguri,735204,96,3.5280640915375434
2025-08-11,West Bengal,Malda,732123,88,3.1719685753669022
2025-08-11,West Bengal,Murshidabad,742135,121,4.640862579570799
2025-08-11,West Bengal,Murshidabad,742213,132,5.130493914305431
2025-08-11,West Bengal,Murshidabad,742304,126,4.863422277177449
2025-08-11,West Bengal,North 24 Parganas,743245,86,3.0829446963242417
2025-08-11,West Bengal,Paschim Medinipur,721147,92,3.350016333452223
2025-08-11,West Bengal,Paschim Medinipur,721445,97,3.572576031058874
2025-08-11,West Bengal,Puruliya,723131,88,3.1719685753669022
2025-08-11,West Bengal,South 24 Parganas,700141,112,4.240255123878827
2025-08-11,West Bengal,Uttar Dinajpur,733128,125,4.818910337656119
2025-08-11,West Bengal,Uttar Dinajpur,733209,120,4.596350640049468
2025-09-11,Uttar Pradesh,Pilibhit,262122,112,4.240255123878827
2025-11-11,Bihar,Darbhanga,847201,100,3.7061118496228644
2025-11-11,Bihar,Samastipur,848504,105,3.9286715472295155
2025-11-11,Chhattisgarh,Bilaspur,495551,113,4.284767063400157
2025-11-11,Chhattisgarh,Kawardha,491995,91,3.305504393930893
2025-11-11,Chhattisgarh,Kondagaon,494226,108,4.062207365793506
2025-11-11,Chhattisgarh,Mungeli,495334,88,3.1719685753669022
2025-11-11,Delhi,South Delhi,110044,117,4.462814821485478
2025-11-11,Delhi,South West Delhi,110043,97,3.572576031058874
2025-11-11,Delhi,South West Delhi,110045,106,3.9731834867508455
2025-11-11,Gujarat,Surat,395006,122,4.685374519092129
2025-11-11,Haryana,Faridabad,121001,112,4.240255123878827
2025-11-11,Haryana,Faridabad,121002,99,3.661599910101534
2025-11-11,Haryana,Karnal,132001,132,5.130493914305431
2025-11-11,Haryana,Palwal,121102,121,4.640862579570799
2025-11-11,Jharkhand,Dhanbad,828201,87,3.1274566358455718
2025-11-11,Jharkhand,Godda,814153,93,3.394528272973553
2025-11-11,Jharkhand,Palamu,822110,93,3.394528272973553
2025-10-11,Uttar Pradesh,Ambedkar Nagar,224190,131,5.0859819747841
2025-10-11,Uttar Pradesh,Bahraich,271902,97,3.572576031058874
2025-10-11,Uttar Pradesh,Banda,210121,109,4.106719305314836
2025-10-11,Uttar Pradesh,Bulandshahr,203131,134,5.219517793348091
2025-10-11,Uttar Pradesh,Chitrakoot,210205,94,3.4390402124948833
2025-10-11,Uttar Pradesh,Deoria,274001,129,4.99695809574144
2025-10-11,Uttar Pradesh,Etawah,206001,89,3.2164805148882323
2025-10-11,Uttar Pradesh,Fatehpur,212601,113,4.284767063400157
2025-10-11,Uttar Pradesh,Jaunpur,222001,123,4.729886458613459
2025-10-11,Uttar Pradesh,Kasganj,207242,115,4.373790942442818
2025-10-11,Uttar Pradesh,Kheri,261505,97,3.572576031058874
2025-10-11,Uttar Pradesh,Kheri,262701,137,5.353053611912081
2025-10-11,Uttar Pradesh,Kheri,262802,139,5.442077490954742
2025-10-11,Uttar Pradesh,Lalitpur,284403,131,5.0859819747841
2025-10-11,Uttar Pradesh,Moradabad,202411,103,3.839647668186855
2025-10-11,Uttar Pradesh,Pilibhit,262201,136,5.308541672390751
2025-10-11,Madhya Pradesh,Jabalpur,482001,99,3.661599910101534
2025-10-11,Madhya Pradesh,Ratlam,457001,114,4.329279002921487
2025-10-11,Madhya Pradesh,Sidhi,486661,103,3.839647668186855
2025-10-11,Maharashtra,Ahmadnagar,414102,85,3.0384327568029112
2025-10-11,Maharashtra,Akola,444405,103,3.839647668186855
2025-10-11,Maharashtra,Amravati,444719,137,5.353053611912081
2025-10-11,Maharashtra,Aurangabad,431150,122,4.685374519092129
2025-10-11,Maharashtra,Beed,414204,122,4.685374519092129
2025-10-11,Maharashtra,Beed,414208,94,3.4390402124948833
2025-10-11,Maharashtra,Bhandara,441802,149,5.887196886168044
2025-10-11,Maharashtra,Bhandara,441803,129,4.99695809574144
2025-10-11,Maharashtra,Buldhana,443204,100,3.7061118496228644
2025-10-11,Maharashtra,Buldhana,443304,144,5.664637188561393
2025-10-11,Maharashtra,Buldhana,443403,149,5.887196886168044
2025-10-11,Maharashtra,Chandrapur,441205,112,4.240255123878827
2025-10-11,Maharashtra,Chandrapur,441222,125,4.818910337656119
2025-10-11,Maharashtra,Dhule,425408,126,4.863422277177449
2025-10-11,Maharashtra,Gadchiroli,442603,123,4.729886458613459
2025-10-11,Maharashtra,Gadchiroli,442707,119,4.551838700528138
2025-10-11,Maharashtra,Gondiya,441601,105,3.9286715472295155
2025-10-11,Maharashtra,Gondiya,441911,152,6.020732704732035
2025-10-11,Maharashtra,Jalna,431504,102,3.7951357286655245
2025-10-11,Maharashtra,Kolhapur,416229,110,4.151231244836167
2025-10-11,Maharashtra,Latur,413516,118,4.507326761006808
2025-10-11,Maharashtra,Latur,413522,85,3.0384327568029112
2025-10-11,Maharashtra,Latur,413523,122,4.685374519092129
2025-11-11,Uttar Pradesh,Bahraich,271801,120,4.596350640049468
2025-11-11,Uttar Pradesh,Banda,210001,156,6.198780462817355
2025-11-11,Uttar Pradesh,Banda,210129,106,3.9731834867508455
2025-11-11,Uttar Pradesh,Bareilly,243005,109,4.106719305314836
2025-11-11,Uttar Pradesh,Bareilly,243301,86,3.0829446963242417
2025-11-11,Uttar Pradesh,Basti,272002,87,3.1274566358455718
2025-11-11,Uttar Pradesh,Bijnor,246747,90,3.2609924544095623
2025-11-11,Uttar Pradesh,Bijnor,246764,116,4.418302881964148
2025-11-11,Uttar Pradesh,Bulandshahr,203001,159,6.332316281381346
2025-11-11,Uttar Pradesh,Chandauli,232101,138,5.397565551433412
2025-11-11,Uttar Pradesh,Fatehpur,212601,123,4.729886458613459
2025-11-11,Uttar Pradesh,Firozabad,283204,96,3.5280640915375434
2025-11-11,Uttar Pradesh,Gautam Buddha Nagar,201306,114,4.329279002921487
2025-11-11,Uttar Pradesh,Gautam Buddha Nagar,203207,92,3.350016333452223
2025-11-11,Uttar Pradesh,Ghaziabad,201204,88,3.1719685753669022
2025-11-11,Uttar Pradesh,Hathras,204101,141,5.531101369997402
2025-11-11,Uttar Pradesh,Kheri,261505,102,3.7951357286655245
2025-11-11,Uttar Pradesh,Kheri,262701,166,6.643899858030657
2025-11-11,Uttar Pradesh,Kushinagar,274302,95,3.4835521520162134
2025-11-11,Uttar Pradesh,Pilibhit,262201,91,3.305504393930893
2025-11-11,Uttar Pradesh,Rampur,244921,117,4.462814821485478
2025-11-11,Uttar Pradesh,Shahjahanpur,242221,101,3.7506237891441945
2025-11-11,Uttar Pradesh,Shamli,247776,113,4.284767063400157
2025-10-11,Maharashtra,Nagpur,440002,105,3.9286715472295155
2025-10-11,Maharashtra,Nagpur,440008,105,3.9286715472295155
2025-10-11,Maharashtra,Nashik,422010,103,3.839647668186855
2025-10-11,Maharashtra,Nashik,422203,102,3.7951357286655245
2025-10-11,Maharashtra,Osmanabad,413405,99,3.661599910101534
2025-10-11,Maharashtra,Osmanabad,413603,136,5.308541672390751
2025-10-11,Maharashtra,Palghar,401604,137,5.353053611912081
2025-10-11,Maharashtra,Pune,410505,104,3.884159607708185
2025-10-11,Maharashtra,Pune,412105,100,3.7061118496228644
2025-10-11,Maharashtra,Ratnagiri,416702,87,3.1274566358455718
2025-10-11,Maharashtra,Solapur,413006,85,3.0384327568029112
2025-10-11,Maharashtra,Solapur,413219,99,3.661599910101534
2025-10-11,Maharashtra,Solapur,413322,137,5.353053611912081
2025-10-11,Maharashtra,Thane,401604,100,3.7061118496228644
2025-10-11,Maharashtra,Thane,421601,140,5.486589430476072
2025-10-11,Maharashtra,Washim,444510,91,3.305504393930893
2025-10-11,Maharashtra,Yavatmal,445110,114,4.329279002921487
2025-10-11,Maharashtra,Yavatmal,445209,142,5.575613309518732
2025-10-11,Maharashtra,Yavatmal,445307,113,4.284767063400157
2025-10-11,Manipur,Thoubal,795130,137,5.353053611912081
2025-10-11,Rajasthan,Bhilwara,311001,103,3.839647668186855
2025-11-11,Madhya Pradesh,Barwani,451666,125,4.818910337656119
2025-11-11,Madhya Pradesh,Indore,452002,92,3.350016333452223
2025-11-11,Madhya Pradesh,Jhabua,457661,108,4.062207365793506
2025-11-11,Madhya Pradesh,Katni,483501,98,3.617087970580204
2025-11-11,Madhya Pradesh,Morena,476001,113,4.284767063400157
2025-11-11,Maharashtra,Ahmadnagar,422622,99,3.661599910101534
2025-11-11,Maharashtra,Akola,444108,117,4.462814821485478
2025-11-11,Maharashtra,Akola,444501,113,4.284767063400157
2025-11-11,Maharashtra,Beed,431127,154,6.109756583774695
2025-11-11,Maharashtra,Beed,431515,134,5.219517793348091
2025-11-11,Maharashtra,Buldana,444303,128,4.95244615622011
2025-11-11,Maharashtra,Buldhana,443103,102,3.7951357286655245
2025-11-11,Maharashtra,Buldhana,443202,100,3.7061118496228644
2025-11-11,Maharashtra,Chandrapur,442916,90,3.2609924544095623
2025-11-11,Maharashtra,Gondiya,441902,111,4.195743184357497
2025-11-11,Maharashtra,Jalgaon,425401,113,4.284767063400157
2025-11-11,Maharashtra,Kolhapur,415101,127,4.90793421669878
2025-11-11,Maharashtra,Latur,413516,94,3.4390402124948833
2025-11-11,Maharashtra,Nagpur,440002,87,3.1274566358455718
2025-11-11,Maharashtra,Nandurbar,425412,132,5.130493914305431
2025-11-11,Maharashtra,Nashik,422212,109,4.106719305314836
2025-11-11,Maharashtra,Nashik,423102,87,3.1274566358455718
2025-11-11,Maharashtra,Osmanabad,413505,125,4.818910337656119
2025-11-11,Maharashtra,Osmanabad,413603,111,4.195743184357497
2025-11-11,Maharashtra,Parbhani,431508,127,4.90793421669878
2025-11-11,Maharashtra,Parbhani,431516,106,3.9731834867508455
2025-11-11,Maharashtra,Parbhani,431540,85,3.0384327568029112
2025-11-11,Maharashtra,Pune,410502,144,5.664637188561393
2025-11-11,Maharashtra,Pune,411048,100,3.7061118496228644
2025-11-11,Maharashtra,Pune,412105,107,4.017695426272176
2025-11-11,Maharashtra,Sangli,416404,149,5.887196886168044
2025-11-11,Maharashtra,Solapur,413002,125,4.818910337656119
2025-11-11,Maharashtra,Solapur,413211,97,3.572576031058874
2025-11-11,Maharashtra,Solapur,413212,93,3.394528272973553
2025-11-11,Maharashtra,Solapur,413310,114,4.329279002921487
2025-11-11,Maharashtra,Thane,421503,126,4.863422277177449
2025-11-11,Maharashtra,Yavatmal,445002,142,5.575613309518732
2025-11-11,Maharashtra,Yavatmal,445110,99,3.661599910101534
2025-11-11,Maharashtra,Yavatmal,445211,113,4.284767063400157
2025-11-11,Manipur,Imphal West,795009,163,6.510364039466667
2025-11-11,Rajasthan,Banswara,327001,86,3.0829446963242417
2025-11-11,Rajasthan,Jaipur,302002,91,3.305504393930893
2025-10-11,Uttar Pradesh,Rampur,243701,126,4.863422277177449
2025-10-11,Uttar Pradesh,Saharanpur,247121,131,5.0859819747841
2025-10-11,Uttar Pradesh,Shahjahanpur,242221,104,3.884159607708185
2025-10-11,Uttarakhand,Nainital,263139,135,5.264029732869421
2025-10-11,Uttarakhand,Udham Singh Nagar,244713,120,4.596350640049468
2025-10-11,West Bengal,Cooch Behar,735303,129,4.99695809574144
2025-10-11,West Bengal,Dakshin Dinajpur,733103,129,4.99695809574144
2025-10-11,West Bengal,Hooghly,712149,111,4.195743184357497
2025-10-11,West Bengal,Jalpaiguri,735220,101,3.7506237891441945
2025-10-11,West Bengal,Jalpaiguri,736204,130,5.04147003526277
2025-10-11,West Bengal,Malda,732123,103,3.839647668186855
2025-10-11,West Bengal,Murshidabad,742202,151,5.976220765210705
2025-10-11,West Bengal,Paschim Medinipur,721125,85,3.0384327568029112
2025-10-11,West Bengal,Paschim Medinipur,721445,88,3.1719685753669022
2025-10-11,West Bengal,Paschim Medinipur,721515,123,4.729886458613459
2025-10-11,West Bengal,Puruliya,723127,98,3.617087970580204
2025-10-11,West Bengal,Puruliya,723129,88,3.1719685753669022
2025-10-11,West Bengal,Puruliya,723133,86,3.0829446963242417
2025-10-11,West Bengal,South 24 Parganas,743503,86,3.0829446963242417
2025-10-11,West Bengal,Uttar Dinajpur,733128,123,4.729886458613459
2025-10-11,West Bengal,Uttar Dinajpur,733129,127,4.90793421669878
2025-12-11,Jharkhand,Dhanbad,828113,96,3.5280640915375434
2025-12-11,Jharkhand,Hazaribagh,825301,117,4.462814821485478
2025-12-11,Jharkhand,Palamu,822110,100,3.7061118496228644
2025-12-11,Jharkhand,Palamu,822118,107,4.017695426272176
2025-12-11,Jharkhand,Palamu,822122,114,4.329279002921487
2025-12-11,Jharkhand,Ranchi,835225,93,3.394528272973553
2025-12-11,Jharkhand,Sahebganj,816109,114,4.329279002921487
2025-12-11,Jharkhand,West Singhbhum,833201,90,3.2609924544095623
2025-12-11,Karnataka,Bengaluru,560068,87,3.1274566358455718
2025-09-11,Uttar Pradesh,Rampur,244901,152,6.020732704732035
2025-09-11,Uttar Pradesh,Shahjahanpur,242001,144,5.664637188561393
2025-09-11,Uttar Pradesh,Unnao,209801,115,4.373790942442818
2025-09-11,West Bengal,Malda,732125,102,3.7951357286655245
2025-09-11,West Bengal,South 24 Parganas,743337,100,3.7061118496228644
2025-11-11,West Bengal,Howrah,711312,97,3.572576031058874
2025-11-11,West Bengal,Koch Bihar,736156,138,5.397565551433412
2025-11-11,West Bengal,Malda,732102,91,3.305504393930893
2025-11-11,West Bengal,Malda,732123,126,4.863422277177449
2025-11-11,West Bengal,Malda,732201,87,3.1274566358455718
2025-11-11,West Bengal,Nadia,741404,112,4.240255123878827
2025-11-11,West Bengal,North 24 Parganas,743425,105,3.9286715472295155
2025-11-11,West Bengal,Paschim Medinipur,721507,130,5.04147003526277
2025-11-11,West Bengal,Puruliya,723101,125,4.818910337656119
2025-11-11,West Bengal,South 24 Parganas,743375,127,4.90793421669878
2025-11-11,West Bengal,South 24 Parganas,743503,106,3.9731834867508455
2025-11-11,West Bengal,Uttar Dinajpur,733129,144,5.664637188561393
2025-12-11,Andhra Pradesh,Chittoor,517425,93,3.394528272973553
2025-12-11,Madhya Pradesh,Barwani,451666,94,3.4390402124948833
2025-12-11,Madhya Pradesh,Bhind,477001,124,4.774398398134789
2025-12-11,Madhya Pradesh,Gwalior,475110,86,3.0829446963242417
2025-12-11,Madhya Pradesh,Indore,452010,88,3.1719685753669022
2025-12-11,Madhya Pradesh,Indore,452016,93,3.394528272973553
2025-12-11,Madhya Pradesh,Jhabua,457661,93,3.394528272973553
2025-12-11,Maharashtra,Ahmadnagar,413711,89,3.2164805148882323
2025-12-11,Maharashtra,Ahmadnagar,413715,95,3.4835521520162134
2025-12-11,Maharashtra,Ahmadnagar,413721,104,3.884159607708185
2025-12-11,Maharashtra,Ahmadnagar,413728,104,3.884159607708185
2025-12-11,Maharashtra,Ahmadnagar,414304,141,5.531101369997402
2025-12-11,Maharashtra,Ahmadnagar,422601,139,5.442077490954742
2025-12-11,Maharashtra,Ahmadnagar,422622,145,5.709149128082724
2025-12-11,Maharashtra,Akola,444126,99,3.661599910101534
2025-12-11,Maharashtra,Akola,444311,95,3.4835521520162134
2025-12-11,Maharashtra,Akola,444511,148,5.842684946646714
2025-12-11,Maharashtra,Beed,431530,106,3.9731834867508455
2025-12-11,Maharashtra,Bhandara,441905,89,3.2164805148882323
2025-12-11,Maharashtra,Buldhana,444301,149,5.887196886168044
2025-12-11,Maharashtra,Dhule,424311,86,3.0829446963242417
2025-12-11,Maharashtra,Gondiya,441807,137,5.353053611912081
2025-12-11,Maharashtra,Jalgaon,424104,88,3.1719685753669022
2025-12-11,Maharashtra,Jalgaon,425105,104,3.884159607708185
2025-12-11,Maharashtra,Jalgaon,425109,119,4.551838700528138
2025-12-11,Maharashtra,Jalgaon,425302,125,4.818910337656119
2025-12-11,Maharashtra,Kolhapur,416101,137,5.353053611912081
2025-12-11,Maharashtra,Kolhapur,416216,128,4.95244615622011
2025-12-11,Maharashtra,Latur,431522,125,4.818910337656119
2025-12-11,Maharashtra,Mumbai,400078,107,4.017695426272176
2025-12-11,Maharashtra,Nagpur,440009,94,3.4390402124948833
2025-12-11,Maharashtra,Nanded,431603,114,4.329279002921487
2025-12-11,Maharashtra,Nashik,422101,145,5.709149128082724
2025-12-11,Maharashtra,Nashik,422303,129,4.99695809574144
2025-12-11,Maharashtra,Osmanabad,413602,147,5.798173007125384
2025-12-11,Maharashtra,Pune,410505,116,4.418302881964148
2025-12-11,Maharashtra,Pune,411041,112,4.240255123878827
2025-12-11,Maharashtra,Pune,413801,113,4.284767063400157
2025-12-11,Maharashtra,Sangli,416403,146,5.753661067604054
2025-12-11,Maharashtra,Sangli,416405,105,3.9286715472295155
2025-12-11,Maharashtra,Satara,415109,99,3.661599910101534
2025-12-11,Maharashtra,Satara,415521,135,5.264029732869421
2025-12-11,Maharashtra,Solapur,413001,151,5.976220765210705
2025-12-11,Maharashtra,Solapur,413214,132,5.130493914305431
2025-12-11,Maharashtra,Solapur,413218,88,3.1719685753669022
2025-12-11,Maharashtra,Solapur,413301,89,3.2164805148882323
2025-12-11,Maharashtra,Solapur,413402,132,5.130493914305431
2025-12-11,Maharashtra,Solapur,413403,102,3.7951357286655245
2025-12-11,Maharashtra,Solapur,413406,130,5.04147003526277
2025-12-11,Maharashtra,Thane,401602,101,3.7506237891441945
2025-12-11,Maharashtra,Thane,421001,101,3.7506237891441945
2025-12-11,Maharashtra,Thane,421403,120,4.596350640049468
2025-12-11,Maharashtra,Wardha,442201,128,4.95244615622011
2025-12-11,Maharashtra,Washim,444504,152,6.020732704732035
2025-12-11,Manipur,Imphal East,795149,91,3.305504393930893
2025-12-11,Manipur,Imphal West,795002,146,5.753661067604054
2025-12-11,Manipur,Imphal West,795140,143,5.620125249040062
2025-12-11,Manipur,Senapati,795104,103,3.839647668186855
2025-12-11,Chhattisgarh,Raipur,493225,95,3.4835521520162134
2025-12-11,Delhi,East Delhi,110091,102,3.7951357286655245
2025-12-11,Delhi,East Delhi,110096,86,3.0829446963242417
2025-12-11,Delhi,North West Delhi,110034,88,3.1719685753669022
2025-12-11,Gujarat,Dahod,389151,89,3.2164805148882323
2025-12-11,Haryana,Faridabad,121002,99,3.661599910101534
2025-12-11,Haryana,Rohtak,124001,87,3.1274566358455718
2025-12-11,Haryana,Sonipat,131001,111,4.195743184357497
2025-12-11,Jharkhand,Chatra,825401,128,4.95244615622011
2025-12-11,Jharkhand,Chatra,825404,101,3.7506237891441945
2025-12-11,Jharkhand,Garhwa,822125,103,3.839647668186855
2025-12-11,Jharkhand,Lohardaga,835302,88,3.1719685753669022
2025-12-11,Jharkhand,Ranchi,834001,93,3.394528272973553
2025-12-11,Tamil Nadu,Tiruvallur,600077,86,3.0829446963242417
2025-12-11,Telangana,Nirmal,504103,102,3.7951357286655245
2025-12-11,Uttar Pradesh,Agra,283111,107,4.017695426272176
2025-12-11,Uttar Pradesh,Allahabad,212106,103,3.839647668186855
2025-12-11,Uttar Pradesh,Amroha,244251,100,3.7061118496228644
2025-12-11,Uttar Pradesh,Bahraich,271902,121,4.640862579570799
2025-12-11,Uttar Pradesh,Bahraich,271904,100,3.7061118496228644
2025-12-11,Uttar Pradesh,Ballia,221712,98,3.617087970580204
2025-12-11,Uttar Pradesh,Bareilly,262406,131,5.0859819747841
2025-12-11,Uttar Pradesh,Bijnor,246764,146,5.753661067604054
2025-12-11,Uttar Pradesh,Budaun,202523,130,5.04147003526277
2025-12-11,Uttar Pradesh,Budaun,243632,107,4.017695426272176
2025-12-11,Uttar Pradesh,Budaun,243633,100,3.7061118496228644
2025-12-11,Uttar Pradesh,Deoria,274702,97,3.572576031058874
2025-12-11,Uttar Pradesh,Firozabad,205135,122,4.685374519092129
2025-12-11,Uttar Pradesh,Kannauj,209722,114,4.329279002921487
2025-12-11,Uttar Pradesh,Kanpur Nagar,209202,95,3.4835521520162134
2025-12-11,Uttar Pradesh,Kheri,262723,130,5.04147003526277
2025-12-11,Uttar Pradesh,Lalitpur,284405,87,3.1274566358455718
,Bihar,Araria,854311,144,5.664637188561393
,Bihar,Araria,854333,101,3.7506237891441945
,Bihar,Begusarai,851112,87,3.1274566358455718
,Bihar,Darbhanga,847101,87,3.1274566358455718
,Bihar,Gopalganj,841428,88,3.1719685753669022
,Bihar,Kaimur (Bhabua),821109,118,4.507326761006808
,Bihar,Katihar,854105,96,3.5280640915375434
,Bihar,Lakhisarai,811302,89,3.2164805148882323
,Bihar,Lakhisarai,811310,94,3.4390402124948833
,Bihar,Muzaffarpur,843119,113,4.284767063400157
,Bihar,Patna,800008,86,3.0829446963242417
,Chhattisgarh,Baloda Bazar,493118,111,4.195743184357497
,Chhattisgarh,Bastar,494442,138,5.397565551433412
,Chhattisgarh,Bemetara,491335,156,6.198780462817355
,Chhattisgarh,Bemetara,491337,93,3.394528272973553
,Chhattisgarh,Dhamtari,493773,95,3.4835521520162134
,Chhattisgarh,Kawardha,491995,134,5.219517793348091
,Chhattisgarh,Raipur,492001,100,3.7061118496228644
,Delhi,East Delhi,110092,139,5.442077490954742
,Delhi,West Delhi,110018,116,4.418302881964148
,Gujarat,Surat,394107,99,3.661599910101534
,Haryana,Hisar,125001,130,5.04147003526277
,Haryana,Rewari,123401,85,3.0384327568029112
,Madhya Pradesh,Barwani,451666,112,4.240255123878827
,Maharashtra,Akola,444107,141,5.531101369997402
,Maharashtra,Amravati,444904,89,3.2164805148882323
,Maharashtra,Aurangabad,423702,89,3.2164805148882323
,Maharashtra,Aurangabad,431107,114,4.329279002921487
,Maharashtra,Aurangabad,431109,91,3.305504393930893
,Maharashtra,Aurangabad,431111,112,4.240255123878827
,Maharashtra,Buldhana,443101,117,4.462814821485478
,Maharashtra,Buldhana,443106,117,4.462814821485478
,Maharashtra,Buldhana,444306,126,4.863422277177449
,Maharashtra,Chandrapur,441224,99,3.661599910101534
,Maharashtra,Chandrapur,442906,94,3.4390402124948833
,Maharashtra,Dhule,425405,146,5.753661067604054
,Maharashtra,Gadchiroli,442504,121,4.640862579570799
,Maharashtra,Gondiya,441801,109,4.106719305314836
