date,state,district,pincode,total,zscore
2025-12-15,Uttar Pradesh,Jalaun,285001,33,3.4245445889338533
2025-12-15,Uttar Pradesh,Jhansi,284204,47,5.09725934362379
2025-12-15,Uttar Pradesh,Kanpur Nagar,208001,58,6.411535222308741
2025-12-15,Uttar Pradesh,Kanpur Nagar,208021,31,3.1855853382638624
2025-12-15,Uttar Pradesh,Kaushambi,212217,36,3.7829834649388396
2025-12-15,Uttar Pradesh,Kheri,262701,49,5.336218594293781
2025-12-15,Uttar Pradesh,Kushinagar,274304,51,5.575177844963772
2025-12-15,Uttar Pradesh,Kushinagar,274802,31,3.1855853382638624
2025-12-15,Uttar Pradesh,Lucknow,226021,30,3.066105712928867
2025-12-15,Uttar Pradesh,Maharajganj,273303,48,5.2167389689587855
2025-12-15,Uttar Pradesh,Mainpuri,205267,30,3.066105712928867
2025-12-15,Uttar Pradesh,Meerut,250001,45,4.858300092953799
2025-12-15,Uttar Pradesh,Pilibhit,262122,31,3.1855853382638624
2025-12-15,Uttar Pradesh,Saharanpur,247554,50,5.455698219628776
2025-12-15,Uttar Pradesh,Sitapur,261203,35,3.663503839603844
2025-12-15,Uttar Pradesh,Unnao,241501,44,4.738820467618804
2025-12-15,Uttar Pradesh,Unnao,241504,34,3.5440242142688487
2025-12-15,Uttar Pradesh,Varanasi,221104,33,3.4245445889338533
2025-12-15,West Bengal,Darjeeling,734003,30,3.066105712928867
2025-12-15,West Bengal,Murshidabad,742303,45,4.858300092953799
2025-12-15,West Bengal,Nadia,741507,51,5.575177844963772
2025-12-15,West Bengal,North 24 Parganas,700124,38,4.021942715608831
2025-12-15,West Bengal,North 24 Parganas,743235,33,3.4245445889338533
2025-12-15,West Bengal,North 24 Parganas,743425,32,3.305064963598858
2025-12-15,Haryana,Faridabad,121001,38,4.021942715608831
2025-12-15,Haryana,Gurgaon,122001,49,5.336218594293781
2025-12-15,Haryana,Jind,126102,43,4.619340842283808
2025-12-15,Haryana,Karnal,132114,32,3.305064963598858
2025-12-15,Haryana,Mewat,122104,37,3.9024630902738355
2025-12-15,Jammu and Kashmir,Punch,185101,33,3.4245445889338533
2025-12-15,Jammu and Kashmir,Punch,185121,41,4.380381591613817
2025-12-15,Jammu and Kashmir,Shupiyan,192303,57,6.2920555969737455
2025-12-15,Jammu and Kashmir,Udhampur,182122,42,4.499861216948813
2025-12-15,Jharkhand,Chatra,825103,45,4.858300092953799
2025-12-15,Jharkhand,Chatra,825403,41,4.380381591613817
2025-12-15,Jharkhand,Chatra,825408,76,8.56216847833866
2025-12-15,Jharkhand,Garhwa,822114,76,8.56216847833866
2025-12-15,Jharkhand,Garhwa,822125,32,3.305064963598858
2025-12-15,Jharkhand,Giridih,825412,76,8.56216847833866
2025-12-15,Jharkhand,Hazaribagh,825311,31,3.1855853382638624
2025-12-15,Jharkhand,Sahebganj,816108,35,3.663503839603844
2025-12-15,Karnataka,Bagalkot,587154,35,3.663503839603844
2025-12-15,Karnataka,Bengaluru,560087,42,4.499861216948813
2025-12-15,Madhya Pradesh,Alirajpur,457882,30,3.066105712928867
2025-12-15,Madhya Pradesh,Anuppur,484881,46,4.977779718288795
2025-12-15,Madhya Pradesh,Betul,460001,30,3.066105712928867
2025-12-15,Madhya Pradesh,Chhatarpur,471313,38,4.021942715608831
2025-12-15,Madhya Pradesh,Chhindwara,480221,34,3.5440242142688487
2025-12-15,Madhya Pradesh,Dewas,455336,34,3.5440242142688487
2025-12-15,Madhya Pradesh,Jhabua,457993,30,3.066105712928867
2025-12-15,Madhya Pradesh,Morena,476001,103,11.788118362383537
2025-12-15,Madhya Pradesh,Rajgarh,465691,30,3.066105712928867
2025-12-15,Madhya Pradesh,Sehore,466331,67,7.4868518503237
2025-12-15,Madhya Pradesh,Shahdol,484110,31,3.1855853382638624
2025-12-15,Madhya Pradesh,Sheopur,476337,82,9.279046230348632
2025-12-15,Madhya Pradesh,Sidhi,486666,42,4.499861216948813
2025-12-15,Madhya Pradesh,Tikamgarh,472111,46,4.977779718288795
2025-12-15,Madhya Pradesh,Ujjain,456006,53,5.814137095633764
2025-12-15,Madhya Pradesh,Umaria,484661,81,9.159566605013637
2025-12-15,Madhya Pradesh,Vidisha,464114,51,5.575177844963772
2025-12-15,Madhya Pradesh,Vidisha,464228,46,4.977779718288795
2025-12-15,Maharashtra,Ahmadnagar,422605,46,4.977779718288795
2025-12-15,Maharashtra,Nandurbar,425412,32,3.305064963598858
2025-12-15,Maharashtra,Pune,411048,31,3.1855853382638624
2025-12-15,Maharashtra,Raigarh,410206,37,3.9024630902738355
2025-12-15,Maharashtra,Solapur,413006,37,3.9024630902738355
2025-12-15,Maharashtra,Thane,401107,59,6.531014847643736
2025-12-15,Maharashtra,Thane,421302,104,11.907597987718534
2025-12-15,Maharashtra,Yavatmal,445204,36,3.7829834649388396
2025-12-15,Meghalaya,Ri Bhoi,793102,31,3.1855853382638624
2025-12-15,Odisha,Nabarangapur,764071,52,5.694657470298767
2025-12-15,Rajasthan,Banswara,327801,37,3.9024630902738355
2025-12-15,Rajasthan,Bikaner,334001,39,4.141422340943826
2025-12-15,Rajasthan,Jalor,343029,70,7.845290726328686
2025-12-15,Rajasthan,Jodhpur,342001,88,9.995923982358605
2025-12-15,Rajasthan,Nagaur,341503,34,3.5440242142688487
2025-12-15,West Bengal,Puruliya,723101,35,3.663503839603844
2025-12-15,West Bengal,Puruliya,723143,31,3.1855853382638624
2025-12-15,West Bengal,South 24 Parganas,743329,65,7.247892599653709
2025-12-15,West Bengal,South 24 Parganas,743503,32,3.305064963598858
2025-12-15,West Bengal,Uttar Dinajpur,733134,30,3.066105712928867
2025-12-15,Haryana,Mahendragarh,123001,35,3.663503839603844
2025-12-15,Haryana,Rohtak,124001,62,6.889453723648723
2025-12-15,Jammu and Kashmir,Kishtwar,182204,35,3.663503839603844
2025-12-15,Jammu and Kashmir,Kishtwar,182205,43,4.619340842283808
2025-12-15,Jharkhand,Deoghar,815353,41,4.380381591613817
2025-12-15,Jharkhand,East Singhbhum,832301,43,4.619340842283808
2025-12-15,Jharkhand,Giridih,815312,42,4.499861216948813
2025-12-15,Jharkhand,Giridih,815314,39,4.141422340943826
2025-12-15,Jharkhand,Godda,814154,31,3.1855853382638624
2025-12-15,Jharkhand,Hazaribagh,825301,33,3.4245445889338533
2025-12-15,Jharkhand,Lohardaga,835302,73,8.203729602333674
2025-12-15,Jharkhand,Palamu,822123,36,3.7829834649388396
2025-12-15,Jharkhand,Palamu,822124,39,4.141422340943826
2025-12-15,Jharkhand,West Singhbhum,833201,35,3.663503839603844
2025-12-15,Karnataka,Haveri,581118,30,3.066105712928867
2025-12-15,Karnataka,Raichur,584128,37,3.9024630902738355
2025-12-15,Madhya Pradesh,Barwani,451666,97,11.071240610373565
2025-12-15,Madhya Pradesh,Chhatarpur,471001,39,4.141422340943826
2025-12-15,Madhya Pradesh,Chhindwara,480001,51,5.575177844963772
2025-12-15,Madhya Pradesh,Dewas,455332,30,3.066105712928867
2025-12-15,Madhya Pradesh,Dhar,454221,34,3.5440242142688487
2025-12-15,Madhya Pradesh,Dhar,454331,45,4.858300092953799
2025-12-15,Madhya Pradesh,Dhar,454446,50,5.455698219628776
2025-12-15,Madhya Pradesh,Dindori,481880,32,3.305064963598858
2025-12-15,Madhya Pradesh,Gwalior,474006,48,5.2167389689587855
2025-12-15,Madhya Pradesh,Indore,452001,71,7.964770351663682
2025-12-15,Madhya Pradesh,Indore,452010,32,3.305064963598858
2025-12-15,Madhya Pradesh,Jabalpur,482003,53,5.814137095633764
2025-12-15,Madhya Pradesh,Jhabua,457661,86,9.756964731688614
2025-12-15,Madhya Pradesh,Jhabua,457779,44,4.738820467618804
2025-12-15,Madhya Pradesh,Morena,476115,53,5.814137095633764
2025-12-15,Madhya Pradesh,Morena,476229,70,7.845290726328686
2025-12-15,Madhya Pradesh,Rajgarh,465674,42,4.499861216948813
2025-12-15,Madhya Pradesh,Ratlam,457001,73,8.203729602333674
2025-12-15,Madhya Pradesh,Satna,485001,36,3.7829834649388396
2025-12-15,Madhya Pradesh,Sehore,466116,35,3.663503839603844
2025-12-15,Madhya Pradesh,Seoni,480661,44,4.738820467618804
2025-12-15,Madhya Pradesh,Shajapur,465001,47,5.09725934362379
2025-12-15,Madhya Pradesh,Shajapur,465337,36,3.7829834649388396
2025-12-15,Madhya Pradesh,Sheopur,476339,41,4.380381591613817
2025-12-15,Madhya Pradesh,Singrauli,486881,41,4.380381591613817
2025-12-15,Madhya Pradesh,Tikamgarh,472001,46,4.977779718288795
2025-12-15,Madhya Pradesh,Tikamgarh,472115,47,5.09725934362379
2025-12-15,Madhya Pradesh,Ujjain,456550,30,3.066105712928867
2025-12-15,Madhya Pradesh,Vidisha,464001,59,6.531014847643736
2025-12-15,Madhya Pradesh,Vidisha,464224,32,3.305064963598858
2025-12-15,Maharashtra,Jalna,431203,39,4.141422340943826
2025-12-15,Maharashtra,Mumbai,400043,47,5.09725934362379
2025-12-15,Assam,Dhubri,783335,33,3.4245445889338533
2025-12-15,Assam,Tinsukia,786174,46,4.977779718288795
2025-12-15,Bihar,Araria,854329,60,6.650494472978732
2025-12-15,Bihar,Araria,854331,30,3.066105712928867
2025-12-15,Bihar,Araria,854333,46,4.977779718288795
2025-12-15,Bihar,Banka,813104,34,3.5440242142688487
2025-12-15,Bihar,Begusarai,851112,48,5.2167389689587855
2025-12-15,Bihar,Begusarai,851131,52,5.694657470298767
2025-12-15,Bihar,Begusarai,851211,71,7.964770351663682
2025-12-15,Bihar,Bhojpur,802201,35,3.663503839603844
2025-12-15,Bihar,Buxar,802117,30,3.066105712928867
2025-12-15,Bihar,Darbhanga,847121,31,3.1855853382638624
2025-12-15,Bihar,Darbhanga,847427,30,3.066105712928867
2025-12-15,Bihar,Darbhanga,848213,45,4.858300092953799
2025-12-15,Bihar,East Champaran,845301,51,5.575177844963772
2025-12-15,Bihar,East Champaran,845401,50,5.455698219628776
2025-12-15,Bihar,East Champaran,845414,32,3.305064963598858
2025-12-15,Bihar,Gaya,823311,34,3.5440242142688487
2025-12-15,Bihar,Gaya,824201,37,3.9024630902738355
2025-12-15,Bihar,Gaya,824233,41,4.380381591613817
2025-12-15,Bihar,Gopalganj,841426,44,4.738820467618804
2025-12-15,Bihar,Kaimur (Bhabua),821102,46,4.977779718288795
2025-12-15,Bihar,Kaimur (Bhabua),821103,34,3.5440242142688487
2025-12-15,Bihar,Khagaria,851203,42,4.499861216948813
2025-12-15,Bihar,Khagaria,851214,37,3.9024630902738355
2025-12-15,Bihar,Khagaria,852161,34,3.5440242142688487
2025-12-15,Bihar,Kishanganj,855117,32,3.305064963598858
2025-12-15,Bihar,Lakhisarai,811106,32,3.305064963598858
2025-12-15,Bihar,Lakhisarai,811302,44,4.738820467618804
2025-12-15,Bihar,Madhepura,852116,42,4.499861216948813
2025-12-15,Bihar,Muzaffarpur,843103,30,3.066105712928867
2025-12-15,Bihar,Muzaffarpur,843125,39,4.141422340943826
2025-12-15,Bihar,Nalanda,803101,30,3.066105712928867
2025-12-15,Bihar,Nalanda,803110,39,4.141422340943826
2025-12-15,Bihar,Patna,801109,31,3.1855853382638624
2025-12-15,Bihar,Purnia,854325,30,3.066105712928867
2025-12-15,Bihar,Samastipur,848132,56,6.17257597163875
2025-12-15,Bihar,Samastipur,848134,31,3.1855853382638624
2025-12-15,Bihar,Samastipur,848503,52,5.694657470298767
2025-12-15,Bihar,Saran,841207,32,3.305064963598858
2025-12-15,Bihar,Saran,841411,30,3.066105712928867
2025-12-15,Bihar,Sitamarhi,843317,39,4.141422340943826
2025-12-15,Bihar,Sitamarhi,843333,46,4.977779718288795
2025-12-15,Bihar,Supaul,852131,57,6.2920555969737455
2025-12-15,Bihar,Vaishali,844122,68,7.6063314756586955
2025-12-15,Bihar,Vaishali,844505,54,5.933616720968759
2025-12-15,Bihar,West Champaran,845404,36,3.7829834649388396
2025-12-15,Bihar,West Champaran,845438,107,12.266036863723519
2025-12-15,Bihar,West Champaran,845452,45,4.858300092953799
2025-12-15,Bihar,West Champaran,845454,61,6.769974098313727
2025-12-15,Chhattisgarh,Bastar,494001,49,5.336218594293781
2025-12-15,Chhattisgarh,Bastar,494222,31,3.1855853382638624
2025-12-15,Chhattisgarh,Kawardha,491995,46,4.977779718288795
2025-12-15,Chhattisgarh,Mungeli,495115,34,3.5440242142688487
2025-12-15,Chhattisgarh,Surguja,497101,31,3.1855853382638624
2025-12-15,Delhi,East Delhi,110092,32,3.305064963598858
2025-12-15,Gujarat,Banaskantha,385535,55,6.053096346303755
2025-12-15,Gujarat,Kachchh,370201,40,4.260901966278822
2025-12-15,Gujarat,Kachchh,370605,32,3.305064963598858
2025-12-15,Gujarat,Surat,394210,60,6.650494472978732
2025-12-15,Gujarat,Surat,395006,33,3.4245445889338533
2025-12-15,Gujarat,Valsad,396050,39,4.141422340943826
2025-12-15,Maharashtra,Parbhani,431401,35,3.663503839603844
2025-12-15,Maharashtra,Pune,411057,32,3.305064963598858
2025-12-15,Maharashtra,Solapur,413002,33,3.4245445889338533
2025-12-15,Maharashtra,Thane,400612,84,9.518005481018623
2025-12-15,Punjab,Patiala,147001,42,4.499861216948813
2025-12-15,Rajasthan,Barmer,344001,39,4.141422340943826
2025-12-15,Rajasthan,Bharatpur,321001,35,3.663503839603844
2025-12-15,Rajasthan,Bharatpur,321021,31,3.1855853382638624
2025-12-15,Rajasthan,Bhilwara,311001,31,3.1855853382638624
2025-12-15,Rajasthan,Jalor,343040,57,6.2920555969737455
2025-12-15,Rajasthan,Jodhpur,342025,41,4.380381591613817
2025-12-15,Rajasthan,Jodhpur,342301,33,3.4245445889338533
2025-12-15,Rajasthan,Udaipur,307025,87,9.87644435702361
2025-12-15,Tamil Nadu,Chennai,600001,30,3.066105712928867
2025-12-15,Telangana,Hyderabad,500006,31,3.1855853382638624
2025-12-15,Telangana,Hyderabad,500053,53,5.814137095633764
2025-12-15,Uttar Pradesh,Agra,282002,32,3.305064963598858
2025-12-15,Uttar Pradesh,Banda,210001,32,3.305064963598858
2025-12-15,Uttar Pradesh,Bareilly,243001,70,7.845290726328686
2025-12-15,Uttar Pradesh,Chitrakoot,210205,53,5.814137095633764
2025-12-15,Uttar Pradesh,Gautam Buddha Nagar,201301,64,7.128412974318714
2025-12-15,Uttar Pradesh,Kannauj,209721,38,4.021942715608831
2025-12-15,Uttar Pradesh,Kaushambi,212206,45,4.858300092953799
2025-12-15,Uttar Pradesh,Kushinagar,274305,34,3.5440242142688487
2025-12-15,Uttar Pradesh,Lalitpur,284403,37,3.9024630902738355
2025-12-15,Uttar Pradesh,Lucknow,226003,83,9.398525855683628
2025-12-15,Uttar Pradesh,Lucknow,226017,40,4.260901966278822
2025-12-15,Uttar Pradesh,Mathura,281001,42,4.499861216948813
2025-12-15,Uttar Pradesh,Mau,275101,47,5.09725934362379
2025-12-15,Uttar Pradesh,Pilibhit,262201,37,3.9024630902738355
2025-12-15,Uttar Pradesh,Rae Bareli,229001,47,5.09725934362379
2025-12-15,Uttar Pradesh,Saharanpur,247121,38,4.021942715608831
2025-12-15,Uttar Pradesh,Shamli,247772,33,3.4245445889338533
2025-12-15,Uttar Pradesh,Shamli,247773,39,4.141422340943826
2025-12-15,Uttar Pradesh,Shamli,247774,96,10.951760985038568
2025-12-15,Uttar Pradesh,Shamli,247775,48,5.2167389689587855
2025-12-15,Uttar Pradesh,Siddharthnagar,272206,43,4.619340842283808
2025-12-15,Uttar Pradesh,Sitapur,261001,58,6.411535222308741
2025-12-15,Uttar Pradesh,Sitapur,261201,39,4.141422340943826
2025-12-15,Uttar Pradesh,Unnao,209801,63,7.008933348983718
2025-12-15,Uttarakhand,Udham Singh Nagar,244713,41,4.380381591613817
2025-12-15,West Bengal,Kolkata,700016,31,3.1855853382638624
2025-12-15,West Bengal,Kolkata,700023,34,3.5440242142688487
2025-12-15,West Bengal,Malda,732125,84,9.518005481018623
2025-12-15,West Bengal,Murshidabad,742201,33,3.4245445889338533
2025-12-15,West Bengal,North 24 Parganas,743263,34,3.5440242142688487
2025-12-15,West Bengal,South 24 Parganas,743338,39,4.141422340943826
2025-12-15,West Bengal,South 24 Parganas,743376,33,3.4245445889338533
2025-12-15,West Bengal,Uttar Dinajpur,733207,51,5.575177844963772
2025-12-15,Bihar,Nalanda,803114,30,3.066105712928867
2025-12-15,Bihar,Purnia,854203,56,6.17257597163875
2025-12-15,Bihar,Purnia,854205,42,4.499861216948813
2025-12-15,Bihar,Saharsa,852201,44,4.738820467618804
2025-12-15,Bihar,Samastipur,848114,75,8.442688853003665
2025-12-15,Bihar,Saran,841301,57,6.2920555969737455
2025-12-15,Bihar,Saran,841419,32,3.305064963598858
2025-12-15,Bihar,Saran,841424,59,6.531014847643736
2025-12-15,Bihar,Sheikhpura,811105,70,7.845290726328686
2025-12-15,Bihar,Sheohar,843329,96,10.951760985038568
2025-12-15,Bihar,Sitamarhi,843324,62,6.889453723648723
2025-12-15,Bihar,Sitamarhi,843327,54,5.933616720968759
2025-12-15,Bihar,Supaul,852215,35,3.663503839603844
2025-12-15,Bihar,Supaul,854339,56,6.17257597163875
2025-12-15,Bihar,Vaishali,843114,52,5.694657470298767
2025-12-15,Bihar,Vaishali,844102,37,3.9024630902738355
2025-12-15,Bihar,West Champaran,845101,48,5.2167389689587855
2025-12-15,Bihar,West Champaran,845306,54,5.933616720968759
2025-12-15,Bihar,West Champaran,845449,68,7.6063314756586955
2025-12-15,Bihar,West Champaran,845455,76,8.56216847833866
2025-12-15,Chhattisgarh,Bastar,494442,65,7.247892599653709
2025-12-15,Chhattisgarh,Surguja,497001,51,5.575177844963772
2025-12-15,Delhi,North East Delhi,110053,40,4.260901966278822
2025-12-15,Delhi,North East Delhi,110094,95,10.832281359703574
2025-12-15,Delhi,North West Delhi,110085,40,4.260901966278822
2025-12-15,Delhi,South Delhi,110025,42,4.499861216948813
2025-12-15,Delhi,West Delhi,110041,52,5.694657470298767
2025-12-15,Gujarat,Kachchh,370001,38,4.021942715608831
2025-12-15,Gujarat,Surat,394601,38,4.021942715608831
2025-12-15,Gujarat,Surat,395010,38,4.021942715608831
2025-12-15,Haryana,Faridabad,121004,64,7.128412974318714
2025-12-15,Haryana,Karnal,132001,50,5.455698219628776
2025-12-15,Haryana,Mewat,122508,61,6.769974098313727
2025-12-15,Haryana,Sirsa,125055,64,7.128412974318714
2025-12-15,Jammu and Kashmir,Badgam,191111,33,3.4245445889338533
2025-12-15,Jammu and Kashmir,Doda,182203,67,7.4868518503237
2025-12-15,Jammu and Kashmir,Rajouri,185151,37,3.9024630902738355
2025-12-15,Jammu and Kashmir,Ramban,182146,44,4.738820467618804
2025-12-15,Jharkhand,Chatra,825404,50,5.455698219628776
2025-12-15,Jharkhand,Godda,814133,45,4.858300092953799
2025-12-15,Jharkhand,Godda,814165,30,3.066105712928867
2025-12-15,Jharkhand,Jamtara,815355,34,3.5440242142688487
2025-12-15,Jharkhand,Sahebganj,816109,46,4.977779718288795
2025-12-15,Karnataka,Bagalkot,587301,32,3.305064963598858
2025-12-15,Karnataka,Bengaluru,560049,35,3.663503839603844
2025-12-15,Madhya Pradesh,Agar Malwa,465441,30,3.066105712928867
2025-12-15,Madhya Pradesh,Ashok Nagar,473331,32,3.305064963598858
2025-12-15,Madhya Pradesh,Barwani,451770,44,4.738820467618804
2025-12-15,Madhya Pradesh,Bhopal,462001,58,6.411535222308741
2025-12-15,Madhya Pradesh,Chhatarpur,471405,53,5.814137095633764
2025-12-15,Madhya Pradesh,Chhatarpur,471515,37,3.9024630902738355
2025-12-15,Madhya Pradesh,Chhatarpur,471525,51,5.575177844963772
2025-12-15,Madhya Pradesh,Damoh,470661,33,3.4245445889338533
2025-12-15,Madhya Pradesh,Dhar,454001,50,5.455698219628776
2025-12-15,Madhya Pradesh,Guna,473001,52,5.694657470298767
2025-12-15,Madhya Pradesh,Guna,473105,53,5.814137095633764
2025-12-15,Madhya Pradesh,Indore,452002,37,3.9024630902738355
2025-12-15,Madhya Pradesh,Indore,452016,59,6.531014847643736
2025-12-15,Madhya Pradesh,Jhabua,457777,36,3.7829834649388396
2025-12-15,Madhya Pradesh,Mandla,481661,34,3.5440242142688487
2025-12-15,Madhya Pradesh,Morena,476111,48,5.2167389689587855
2025-12-15,Madhya Pradesh,Raisen,464551,35,3.663503839603844
2025-12-15,Madhya Pradesh,Rewa,486331,57,6.2920555969737455
2025-12-15,Madhya Pradesh,Sehore,466001,41,4.380381591613817
2025-12-15,Madhya Pradesh,Shahdol,484001,42,4.499861216948813
2025-12-15,Madhya Pradesh,Shahdol,484771,40,4.260901966278822
2025-12-15,Madhya Pradesh,Sheopur,476335,42,4.499861216948813
2025-12-15,Madhya Pradesh,Singrauli,486886,111,12.743955365063501
2025-12-15,Madhya Pradesh,Tikamgarh,472118,32,3.305064963598858
2025-12-15,Madhya Pradesh,Ujjain,456221,32,3.305064963598858
2025-12-15,Madhya Pradesh,Ujjain,456224,31,3.1855853382638624
2025-12-15,Madhya Pradesh,Ujjain,456443,39,4.141422340943826
2025-12-15,Madhya Pradesh,Umaria,484660,48,5.2167389689587855
2025-12-15,Maharashtra,Aurangabad,431151,33,3.4245445889338533
2025-12-15,Maharashtra,Hingoli,431513,32,3.305064963598858
2025-12-15,Maharashtra,Nashik,422101,35,3.663503839603844
2025-12-15,Maharashtra,Nashik,423203,58,6.411535222308741
2025-12-15,Maharashtra,Pune,412105,44,4.738820467618804
2025-12-15,Maharashtra,Solapur,413003,59,6.531014847643736
2025-12-15,Maharashtra,Thane,421301,79,8.920607354343646
2025-12-15,Maharashtra,Thane,421306,52,5.694657470298767
2025-12-15,Maharashtra,Thane,421503,41,4.380381591613817
2025-12-15,Maharashtra,Washim,444403,70,7.845290726328686
2025-12-15,Meghalaya,Eastern West Khasi Hills,793120,63,7.008933348983718
2025-12-15,Meghalaya,North Garo Hills,783134,81,9.159566605013637
2025-12-15,Punjab,Amritsar,143001,53,5.814137095633764
2025-12-15,Rajasthan,Ajmer,305001,42,4.499861216948813
2025-12-15,Rajasthan,Alwar,301405,49,5.336218594293781
2025-12-15,Rajasthan,Baran,325205,33,3.4245445889338533
2025-12-15,Rajasthan,Churu,331023,32,3.305064963598858
2025-12-15,Rajasthan,Dungarpur,314030,30,3.066105712928867
2025-12-15,Assam,Goalpara,783129,31,3.1855853382638624
2025-12-15,Bihar,Begusarai,851111,53,5.814137095633764
2025-12-15,Bihar,Bhagalpur,812006,62,6.889453723648723
2025-12-15,Bihar,Bhagalpur,813222,30,3.066105712928867
2025-12-15,Bihar,Bhagalpur,853203,32,3.305064963598858
2025-12-15,Bihar,Bhagalpur,853205,35,3.663503839603844
2025-12-15,Bihar,East Champaran,845303,45,4.858300092953799
2025-12-15,Bihar,East Champaran,845422,51,5.575177844963772
2025-12-15,Bihar,East Champaran,845427,31,3.1855853382638624
2025-12-15,Bihar,East Champaran,845437,52,5.694657470298767
2025-12-15,Bihar,Gaya,823003,66,7.367372224988705
2025-12-15,Bihar,Gaya,824236,52,5.694657470298767
2025-12-15,Bihar,Gopalganj,841427,36,3.7829834649388396
2025-12-15,Bihar,Gopalganj,841503,40,4.260901966278822
2025-12-15,Bihar,Katihar,854104,44,4.738820467618804
2025-12-15,Bihar,Katihar,854114,39,4.141422340943826
2025-12-15,Bihar,Katihar,854116,30,3.066105712928867
2025-12-15,Bihar,Khagaria,851204,68,7.6063314756586955
2025-12-15,Bihar,Kishanganj,855101,39,4.141422340943826
2025-12-15,Bihar,Kishanganj,855108,43,4.619340842283808
2025-12-15,Bihar,Lakhisarai,811311,62,6.889453723648723
2025-12-15,Bihar,Madhepura,852213,39,4.141422340943826
2025-12-15,Bihar,Madhubani,847121,39,4.141422340943826
2025-12-15,Bihar,Madhubani,847226,48,5.2167389689587855
2025-12-15,Bihar,Madhubani,847304,31,3.1855853382638624
2025-12-15,Rajasthan,Jaipur,302020,34,3.5440242142688487
2025-12-15,Rajasthan,Jalor,343041,110,12.624475739728506
2025-12-15,Rajasthan,Udaipur,313001,35,3.663503839603844
2025-12-15,Tamil Nadu,Pudukkottai,614616,30,3.066105712928867
2025-12-15,Uttar Pradesh,Amroha,244221,66,7.367372224988705
2025-12-15,Uttar Pradesh,Bahraich,271865,75,8.442688853003665
2025-12-15,Uttar Pradesh,Ballia,277001,55,6.053096346303755
2025-12-15,Uttar Pradesh,Bijnor,246701,50,5.455698219628776
2025-12-15,Uttar Pradesh,Bijnor,246763,39,4.141422340943826
2025-12-15,Uttar Pradesh,Bulandshahr,203001,66,7.367372224988705
2025-12-15,Uttar Pradesh,Bulandshahr,203131,42,4.499861216948813
2025-12-15,Uttar Pradesh,Chitrakoot,210209,86,9.756964731688614
2025-12-15,Uttar Pradesh,Fatehpur,212601,36,3.7829834649388396
2025-12-15,Uttar Pradesh,Ghaziabad,201102,67,7.4868518503237
2025-12-15,Uttar Pradesh,Gonda,271312,56,6.17257597163875
2025-12-15,Uttar Pradesh,Maharajganj,273162,34,3.5440242142688487
2025-12-15,Uttar Pradesh,Maharajganj,273164,63,7.008933348983718
2025-12-15,Uttar Pradesh,Moradabad,244001,110,12.624475739728506
2025-12-15,Uttar Pradesh,Muzaffarnagar,251001,42,4.499861216948813
2025-12-15,Uttar Pradesh,Pilibhit,262001,58,6.411535222308741
2025-12-15,Uttar Pradesh,Rae Bareli,229301,36,3.7829834649388396
2025-12-15,Uttar Pradesh,Rampur,244901,65,7.247892599653709
2025-12-15,Uttar Pradesh,Saharanpur,247232,36,3.7829834649388396
2025-12-15,Uttar Pradesh,Shamli,247776,51,5.575177844963772
2025-12-15,Uttar Pradesh,Varanasi,221001,66,7.367372224988705
2025-12-15,West Bengal,Nadia,741502,49,5.336218594293781
2025-12-15,West Bengal,North 24 Parganas,700119,47,5.09725934362379
2025-12-15,West Bengal,North 24 Parganas,743249,37,3.9024630902738355
2025-12-15,West Bengal,Uttar Dinajpur,733209,35,3.663503839603844
2025-12-21,Delhi,West Delhi,110059,36,3.7829834649388396
2025-12-21,Madhya Pradesh,Sheopur,476337,31,3.1855853382638624
2025-12-21,Delhi,North West Delhi,110086,43,4.619340842283808
2025-12-21,Madhya Pradesh,Burhanpur,450331,37,3.9024630902738355
2025-12-21,Madhya Pradesh,Rajgarh,465697,34,3.5440242142688487
2025-12-21,Uttar Pradesh,Saharanpur,247001,30,3.066105712928867
2025-12-22,Uttar Pradesh,Aligarh,202001,98,11.19072023570856
2025-12-22,Uttar Pradesh,Allahabad,211003,30,3.066105712928867
2025-12-22,Uttar Pradesh,Bulandshahr,203001,54,5.933616720968759
2025-12-22,Uttar Pradesh,Etah,207001,30,3.066105712928867
2025-12-22,Uttar Pradesh,Fatehpur,212601,31,3.1855853382638624
2025-12-22,Uttar Pradesh,Lucknow,226003,45,4.858300092953799
2025-12-22,Uttar Pradesh,Mau,275101,33,3.4245445889338533
2025-12-22,Uttar Pradesh,Meerut,250001,35,3.663503839603844
2025-12-22,Uttar Pradesh,Shamli,247773,51,5.575177844963772
2025-12-22,West Bengal,North 24 Parganas,743425,32,3.305064963598858
2025-12-22,West Bengal,South 24 Parganas,743355,42,4.499861216948813
2025-12-22,Bihar,Araria,854318,66,7.367372224988705
2025-12-22,Bihar,Banka,813102,30,3.066105712928867
2025-12-22,Bihar,Begusarai,851112,43,4.619340842283808
2025-12-22,Bihar,Katihar,854317,75,8.442688853003665
2025-12-22,Bihar,Khagaria,848203,37,3.9024630902738355
2025-12-22,Bihar,Madhepura,852128,42,4.499861216948813
2025-12-22,Bihar,Saharsa,852106,32,3.305064963598858
2025-12-22,Bihar,Sitamarhi,843302,36,3.7829834649388396
2025-12-22,Bihar,West Champaran,845438,40,4.260901966278822
2025-12-22,Delhi,South Delhi,110062,63,7.008933348983718
